native_code,learner_code,url,article_id,title,published_date,grade,school_stage,genre_label,source_label,han_count,topic_tier,topic_score,status,reason,text_hash,query,nominal_length
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd379eb.shtml,,高中议论文范文： 雕刻心中的天使,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd54ed1.shtml,,高中议论文范文： 谎话未必不可说,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd6a2c2.shtml,,高中议论文范文： 做人，从失败开始,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,650
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd6dd5c.shtml,,高中议论文范文： 论学习的乐趣,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd73b1e.shtml,,高中议论文范文： 一步与一生,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,900
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd7d1b3.shtml,,高中议论文范文： 找到人生的支点,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1000
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd8258c.shtml,,高中议论文范文： 谈面子,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,700
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd86029.shtml,,高中议论文范文： 学会珍惜,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,750
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd8b070.shtml,,高中议论文范文： 出路,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bd8eb0e.shtml,,高中议论文范文： 不要为失去悲伤,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,500
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bdd2f13.shtml,,高中议论文范文： 争出胜利,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bdd8123.shtml,,高中议论文范文： 逆境造就人才,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bddc5b3.shtml,,高中议论文范文： 物有所值，学有所成,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,600
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bde5426.shtml,,高中议论文范文： 牢记与忘却,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1500
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3bded354.shtml,,高中议论文范文： 超越自我,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3be0ba10.shtml,,高中议论文范文： 为草木辩护,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,900
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3be0f4ad.shtml,,高中议论文范文： 兴趣小议,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1000
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3be175a2.shtml,,高中议论文范文： 一念之间,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3be292e5.shtml,,高中议论文范文： 曲折也是一种美丽,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1000
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3be2e8dc.shtml,,高中议论文范文： 警惕人生的习惯,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1000
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3be3525e.shtml,,高中议论文范文： 多多未必益善,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091013/4b8bd3be3b410.shtml,,高中议论文范文： 议比上不足比下有余,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,900
NY1,Y1,https://www.zuowen.com/e/20091020/4b8bd400430c8.shtml,,高中作文技巧：考场议论文好把握,2009-10-20,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,
NY1,Y1,https://www.zuowen.com/e/20091020/4b8bd4007f279.shtml,,高中作文技巧：议论文的成败,2009-10-20,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49f8c16e.shtml,,高中议论文范文：我读忧愁,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1200
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49f98ca2.shtml,,高中议论文范文：我理解的“雷池”,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49f9fa0d.shtml,,高中议论文范文：诗意or失意的人生？,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1000
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49fa30c2.shtml,,高中议论文范文：回归·破碎,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1200
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49fa6776.shtml,,高中议论文范文：我为何而生,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1200
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49fb26e2.shtml,,高中议论文范文：游北京、天津有感,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,3000
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49fb78ed.shtml,,高中议论文范文：《理智与情感》的内涵,2009-11-06,,,,彼岸花,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,900
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49fc0dee.shtml,,高中议论文范文：活着的意义,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20091106/4b8bd49fc2949.shtml,,高中议论文范文：苏轼—婉约词永远的绝唱,2009-11-06,,,,秋思儿,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1500
NY1,Y1,https://www.zuowen.com/e/20110421/4dafea9c50ecb.shtml,,赠与青少年的名人名言,2011-04-21,,,,作文网整理,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20120921/505c3498ba1c1.shtml,,高中议论文写作指导,2012-09-21,,,,作文网整理,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,
NY1,Y1,https://www.zuowen.com/e/20130220/5124d691ad448.shtml,,日本人禁止入内,2013-02-20,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,禁止吸烟,150
NY1,Y1,https://www.zuowen.com/e/20130424/517747b53d4f0.shtml,,关于青少年的名言,2013-04-24,,,,作文网整理,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,800
NY1,Y1,https://www.zuowen.com/e/20140216/5300ca4f43d5d.shtml,,珍惜生命 珍爱健康,2014-02-16,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 珍爱生命 健康,800
NY1,Y1,https://www.zuowen.com/e/20140305/53172c3a0b938.shtml,,珍惜生命，珍爱健康,2014-03-05,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 珍爱生命 健康,800
NY1,Y1,https://www.zuowen.com/e/20140124/52e271eda2b4c.shtml,,青少年森林碳汇基地,2014-01-24,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,650
NY1,Y1,https://www.zuowen.com/e/20140423/5356fdf8c361b.shtml,,青少年的理想归宿,2014-04-23,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,800
NY1,Y1,https://www.zuowen.com/e/20140508/536b98172c420.shtml,,青少年,2014-05-08,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,350
NY1,Y1,https://www.zuowen.com/e/20140902/540571ca27af7.shtml,,青少年，不要拒绝成长,2014-09-02,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,1000
NY1,Y1,https://www.zuowen.com/e/20140322/532db255849b8.shtml,,教育后成长的青少年,2014-03-22,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,550
NY1,Y1,https://www.zuowen.com/e/20151116/5649ab8c14e17.shtml,,毒品的危害,2015-11-16,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,吸烟危害,150
NY1,Y1,https://www.zuowen.com/e/20151208/56668e7a72a5c.shtml,,健康的生活,2015-12-08,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,健康生活,750
NY1,Y1,https://www.zuowen.com/e/20150504/554734f293138.shtml,,当代青少年失去的东西,2015-05-04,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,600
NY1,Y1,https://www.zuowen.com/e/20151008/561645b52cd07.shtml,,高中议论文素材：活在当下,2015-10-08,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,
NY1,Y1,https://www.zuowen.com/e/20160127/56a8774ab2164.shtml,,《全国青少年网络文明公约》倡议书,2016-01-27,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20160128/56a9bdb8786f8.shtml,,青少年暑期活动方案,2016-01-28,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20160104/568a44e7c6b0a.shtml,,雾霾的危害英语作文,2016-01-04,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,吸烟危害,
NY1,Y1,https://www.zuowen.com/e/20160105/568b3bad7c9ba.shtml,,雾霾对人体的危害英语作文,2016-01-05,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,吸烟危害,
NY1,Y1,https://www.zuowen.com/e/20160127/56a86afb1ff51.shtml,,社区寒假青少年教育活动计划,2016-01-27,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20160128/56a9c00d93783.shtml,,暑期青少年读书活动方案,2016-01-28,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20160226/56cfef4b85ede.shtml,,二十五史宋书 萧惠开令行禁止,2016-02-26,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,禁止吸烟,
NY1,Y1,https://www.zuowen.com/e/20160226/56cff37653ad7.shtml,,懒惰之危害,2016-02-26,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,吸烟危害,
NY1,Y1,https://www.zuowen.com/e/20160127/56a8484d73505.shtml,,青少年入团申请书,2016-01-27,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20160128/56a9be7ba9a25.shtml,,青少年校外活动方案,2016-01-28,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20160128/56a9bf169fdff.shtml,,2014年青少年科普节活动方案,2016-01-28,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20160128/56a9c01025992.shtml,,青少年法制教育月活动方案,2016-01-28,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20170420/58f872b42e724.shtml,,青少年宫活动,2017-04-20,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,600
NY1,Y1,https://www.zuowen.com/e/20180505/5aed70194ddc2.shtml,,快乐生活，心理健康,2018-05-05,,,,本站原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,健康生活,20
NY1,Y1,https://www.zuowen.com/e/20180622/5b2c5ba58c32f.shtml,,珍惜生命，珍爱健康,2018-06-22,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 珍爱生命 健康,800
NY1,Y1,https://www.zuowen.com/e/20180628/5b345f017e4fc.shtml,,健康的生活方式The Healthy Lifestyle,2018-06-28,,,,作文网整理,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,健康生活,1200
NY1,Y1,https://www.zuowen.com/e/20180802/5b6296399d161.shtml,,维护青少年网络正义,2018-08-02,,,,作文网整理,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,1500
NY1,Y1,https://www.zuowen.com/e/20180815/5b739cafacc83.shtml,,美好生活 从健康开始,2018-08-15,,,,作文网整理,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,健康生活,500
NY1,Y1,https://www.zuowen.com/e/20180313/5aa775b5a87c1.shtml,,当代青少年失去的东西,2018-03-13,,,,本站原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,550
NY1,Y1,https://www.zuowen.com/e/20180614/5b21b6dc3656d.shtml,,中国青少年,2018-06-14,,,,作文网整合,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,1200
NY1,Y1,https://www.zuowen.com/e/20190825/5d62556ca0979.shtml,,六年级议论文：网络的危害,2019-08-25,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高一 吸烟危害 议论文,750
NY1,Y1,https://www.zuowen.com/e/20190730/5d4008344f031.shtml,,六年级议论文：高中弘扬民族精神，让红领巾更加鲜艳,2019-07-30,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,800
NY1,Y1,https://www.zuowen.com/e/20041021/4b8bc949dbd7f.shtml,,青少年的五大“健康问题”,2004-10-21,,,,中国家庭网,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,青少年吸烟,
NY1,Y1,https://www.zuowen.com/e/20210114/600018d586c69.shtml,,写作方法：高中生议论文如何写,2021-01-14,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,2000
NY1,Y1,https://www.zuowen.com/e/20210115/6000f0f4abc5c.shtml,,写作基础：高中议论文,2021-01-15,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 禁烟 议论文,1200
NJ2,J2,https://www.zuowen.com/e/20110401/4d95513dc30aa.shtml,1842292,我的假期生活,2011-04-01,高三,高中,叙事作文,作文网原创,1802,精确,125,拒绝,正文汉字数超出200-787,d92eef5f51606d75073d6ebcc362f17b66433a07def3329387f4acc62a33895b,高中栏目:https://www.zuowen.com/gaozhong/gaosan/xushi/,1500
NJ2,J2,https://www.zuowen.com/e/20200908/5f5744ab3d019.shtml,3098564,我的假期生活,2020-09-08,高一,高中,叙事作文,网络资源,403,精确,121,入选,,b381af304072968d6672420448333c40bc9c1263fd6ade6e1f17e8a9390b17f9,高一 假期经历,500
NJ2,J2,https://www.zuowen.com/e/20091010/4b8bd3a41e685.shtml,1082015,我的假期生活,2009-10-10,未标注,未核验,,本站原创,371,精确,121,拒绝,面包屑不属于允许的高中或初中备选作文,a25c7853dbd5d2e1dfec81c5cc3f7e883fa488c5db6b750e9b5c5b772de818f3,假期经历,
NJ2,J2,https://www.zuowen.com/e/20120830/503efc6ad1a63.shtml,2312692,一次难忘的假期活动,2012-08-30,未标注,未核验,叙事作文,作文网原创,476,精确,125,拒绝,面包屑不属于允许的高中或初中备选作文,925b5d0e63835b6a1073136860649acdfb4535db8af5b7f679b9e3231938db17,高中 难忘的假期,550
NJ2,J2,https://www.zuowen.com/e/20091119/4b8bd529a5364.shtml,1230447,人教版高中第一册三单元作文：我的假期生活（2）,2009-11-19,未标注,高中,,网络资源,454,精确,121,入选,,788bdbfc0b75bc186e35eac047e9c96a0e470a897e4bce1a9fcae0e846e81843,高中 难忘的假期,550
NJ2,J2,https://www.zuowen.com/e/20091119/4b8bd529c5738.shtml,1230493,人教版高中第一册三单元作文：我的假期生活（4）,2009-11-19,未标注,高中,,网络资源,717,精确,123,入选,,dd97e718bd7e0549928b8e45cff5effa38feeb118f3b3c6f8f8b11526dac5520,高中 难忘的假期,800
NJ2,J2,https://www.zuowen.com/e/20100723/4c495c40479f9.shtml,1697344,暑假英语作文：难忘的假期生活,2010-07-23,未标注,未核验,,作文网,240,精确,125,拒绝,面包屑不属于允许的高中或初中备选作文,2bbc5982b6941241f2eb1420de7e1c665d3db38a2d0688b9dbebfb7a6cfb5111,难忘的假期,300
NJ2,J2,https://www.zuowen.com/e/20091119/4b8bd529b84aa.shtml,1230474,人教版高中第一册三单元作文：我的假期生活（3）,2009-11-19,未标注,高中,,网络资源,414,精确,120,入选,,5d4f2d2aecbd734e8413505fef40427c6d97f2960efbb49aa2d01f7bb74874f9,高中 难忘的假期,500
NJ2,J2,https://www.zuowen.com/e/20101018/4cbc221a7571e.shtml,1760021,假期中的一段经历,2010-10-18,未标注,未核验,叙事作文,作文网,265,精确,115,拒绝,面包屑不属于允许的高中或初中备选作文,ce9ee3694e5c5446f05ddbbb8bef849df9fa2ae77955fcd6952d1eefd15411be,高一 假期经历,300
NJ2,J2,https://www.zuowen.com/e/20110912/4e6d7c4d292d9.shtml,2042968,难忘的假期,2011-09-12,未标注,未核验,叙事作文,作文网原创,566,精确,113,拒绝,面包屑不属于允许的高中或初中备选作文,9514d3fa6ef697a358a49b572c77962c8d27baaaf7feb5bbcce027c8f7038158,高中 难忘的假期,700
NJ2,J2,https://www.zuowen.com/e/20091119/4b8bd529b3e53.shtml,1230467,人教版高中第一册三单元作文：不寻常的假期生活,2009-11-19,未标注,高中,,网络资源,1104,精确,113,拒绝,正文汉字数超出200-787,7c918d23dcc55c1e3b7453e60fae8cad83adc761bb9ef1c41589cd64448baecf,高中 难忘的假期,1200
NJ2,J2,https://www.zuowen.com/e/20100220/4b8bd74095e1e.shtml,1437020,寒假征文：我的假期我做主,2010-02-20,未标注,未核验,,本站原创,806,精确,117,拒绝,面包屑不属于允许的高中或初中备选作文,bb8791920fdb13f8ff54d0cfd02d2811864f71996b8785e93f31aaeec703bccf,难忘的假期,
NJ2,J2,https://www.zuowen.com/e/20110912/4e6d6160966c5.shtml,2042821,难忘的假期之旅,2011-09-12,未标注,未核验,叙事作文,作文网原创,270,精确,111,拒绝,面包屑不属于允许的高中或初中备选作文,ab612e92bd83b806983e50d4358c104327399684c785f8fccf8de5ce1994dd32,高中 难忘的假期,300
NJ2,J2,https://www.zuowen.com/e/20090702/4b8bcbf2a4df6.shtml,649399,中考英语作文范文一个难忘的假期,2009-07-02,未标注,未核验,,网络资源,0,精确,110,拒绝,面包屑不属于允许的高中或初中备选作文,3bc5f257e738b29b219bb610f01a5b3900129555b59dd390914e7d2c11e23f8b,高中 难忘的假期,
NJ2,J2,https://www.zuowen.com/e/20120428/4f9b948044252.shtml,2231601,我的假期,2012-04-28,初一,初中,叙事作文,作文网原创,774,精确,113,拒绝,面包屑不属于允许的高中或初中备选作文,c3d7daab372f8bc947b96abe02a326b88e44ad3806e610c5d38568c8b7ac1fb6,难忘的假期,900
NJ2,J2,https://www.zuowen.com/e/20091217/4b8bd618263af.shtml,1322368,我的假期,2009-12-17,未标注,未核验,,本站原创,210,精确,110,拒绝,面包屑不属于允许的高中或初中备选作文,6c50e5b1d5cecda531539e031cee548955608d28df1f172d9ee1a9b6ecd7c0d6,假期经历,
NJ2,J2,https://www.zuowen.com/e/20130317/51457e8666a80.shtml,2413009,难忘的假期,2013-03-17,未标注,未核验,叙事作文,作文网原创,394,精确,113,拒绝,面包屑不属于允许的高中或初中备选作文,e9beed0749048ceaca8cc0ad25c42c49b9f8ff4cf0115901c02a53a848d49c03,高中 难忘的假期,450
NJ2,J2,https://www.zuowen.com/e/20131017/525fbe213e724.shtml,2539387,我的假期,2013-10-17,未标注,未核验,叙事作文,作文网原创,283,精确,114,拒绝,面包屑不属于允许的高中或初中备选作文,95f9dfd2e44a0ddeb06b9e88de73007a96d43d0d85f43a51154d609b584989a8,难忘的假期,300
NJ2,J2,https://www.zuowen.com/e/20130905/52287fb1c6467.shtml,2517443,我的假期,2013-09-05,初二,初中,,作文网原创,611,精确,110,拒绝,面包屑不属于允许的高中或初中备选作文,bfc1cd54273847455d50cfb670d0ced726c75b5af030a76639798bdb79b2f7b2,难忘的假期,800
NJ2,J2,https://www.zuowen.com/e/20131231/52c239845b26c.shtml,2590394,我的假期,2013-12-31,未标注,未核验,叙事作文,转载,436,精确,109,拒绝,面包屑不属于允许的高中或初中备选作文,27d84a6d158556d5bcac9e557c39542240435b80238b302df13a26a513a2ab6f,难忘的假期,800
NJ2,J2,https://www.zuowen.com/e/20140123/52e11aa32a400.shtml,2605304,我的假期,2014-01-23,初二,初中,叙事作文,作文网原创,190,精确,117,拒绝,面包屑不属于允许的高中或初中备选作文,df3110584e8fa04720bdee67041d9ac2ca6ea45daa774e2ce6826879ea5b714a,难忘的假期,200
NJ2,J2,https://www.zuowen.com/e/20140107/52cb998e5c4ea.shtml,2595370,我的假期,2014-01-07,初二,初中,叙事作文,作文网原创,743,精确,113,拒绝,面包屑不属于允许的高中或初中备选作文,a087d88912aa593bfb85460f0d3539cd4a94254cc4354cbe13a3b28e4e36be74,难忘的假期,800
NJ2,J2,https://www.zuowen.com/e/20151021/56272f038ebfb.shtml,2792683,我的假期,2015-10-21,未标注,未核验,,作文网原创,314,精确,109,拒绝,面包屑不属于允许的高中或初中备选作文,80625a33f8cb5874dcb7cef2f928c82ed88cb75e20678c6b8e7e2bac980c7c68,难忘的假期,350
NJ2,J2,https://www.zuowen.com/e/20160810/57ab145bd4755.shtml,2925637,难忘的假期,2016-08-10,未标注,未核验,,作文网原创,577,精确,116,拒绝,面包屑不属于允许的高中或初中备选作文,9fb7e5278ba2cc1ad8365ec29a992d202d9279cc46dc1d095aaf1b1926697e0a,高中 难忘的假期,600
NJ2,J2,https://www.zuowen.com/e/20170307/58be6c20c5a0a.shtml,2942124,我的假期,2017-03-07,初三,未核验,,作文网原创,523,精确,115,拒绝,面包屑不属于允许的高中或初中备选作文,e86127deef74a7cfe0ce36587af40ffd817ab180f8bb75c5a538f5368630f0f8,难忘的假期,600
NJ2,J2,https://www.zuowen.com/e/20170329/58db76a5280c1.shtml,2943078,我的假期,2017-03-29,未标注,未核验,,作文网原创,535,精确,112,拒绝,面包屑不属于允许的高中或初中备选作文,e1912d0bc89021de54968651a30a9043698d3c5840668acd21fd6b3be69cc764,难忘的假期,600
NJ2,J2,https://www.zuowen.com/e/20191228/5e06ea1ac5371.shtml,3048226,假期生活：我的假期我做主,2019-12-28,未标注,未核验,,网络资源,383,精确,124,拒绝,面包屑不属于允许的高中或初中备选作文,32195fac3e8de968057bdd381abc3670f26816369056d2a54557f6027c62b612,假期经历,450
NJ2,J2,https://www.zuowen.com/e/20191228/5e06ea4a62d28.shtml,3048227,假期生活：我的假期我做主,2019-12-28,未标注,未核验,,网络资源,315,精确,122,拒绝,面包屑不属于允许的高中或初中备选作文,a38f64f45c93612ce08f646d016fa5f628b7b4539a08c4f70d9663da0eeec41f,假期经历,400
NJ2,J2,https://www.zuowen.com/e/20191228/5e06ea7886a9a.shtml,3048228,假期生活：我的假期生活,2019-12-28,未标注,未核验,,网络资源,408,精确,120,拒绝,面包屑不属于允许的高中或初中备选作文,6c609879286634d1bae1e004716e8ffcb10b49b45b2a9dff96fdb55df2345f9f,假期经历,500
NJ2,J2,https://www.zuowen.com/e/20191228/5e0728909115b.shtml,3048358,假期生活：假期生活,2019-12-28,未标注,未核验,,网络资源,354,精确,122,拒绝,面包屑不属于允许的高中或初中备选作文,17ece433b5f04d43660d6a8f1b2c037b74b4443e6bdf419962c8286299bd09c0,假期经历,450
NJ2,J2,https://www.zuowen.com/e/20191228/5e06e9cb98c40.shtml,3048224,假期生活：我的假期生活,2019-12-28,未标注,未核验,,网络资源,271,精确,120,拒绝,面包屑不属于允许的高中或初中备选作文,bc1cf34a2be59b4a8dc6b80c4118aa6c185139c05658d11b4716879bca27ac30,假期经历,350
NJ2,J2,https://www.zuowen.com/e/20191228/5e06e9f803f72.shtml,3048225,假期生活：我的假期收获,2019-12-28,未标注,未核验,,网络资源,361,精确,119,拒绝,面包屑不属于允许的高中或初中备选作文,3912f19864f9ffd7eca0da96b38334f245d42f7d7d4a4059fbebad78fa2dd0a5,假期经历,400
NJ2,J2,https://www.zuowen.com/e/20191228/5e072a1aac5db.shtml,3048363,假期生活：我的假期生活,2019-12-28,未标注,未核验,,网络资源,619,精确,122,拒绝,面包屑不属于允许的高中或初中备选作文,65eee85cdaeecf09ddbf060d4058ad34378389757019d89842e5bc6711779b9e,难忘的假期,700
