母语代码,对应学习者代码,对应学习者篇名,作文文件名,网页文章ID,作文题目,体裁,网站体裁,学段,年级,发布日期,来源类型,来源URL,主题匹配层级,主题匹配得分,正文汉字数,目标汉字数,目标篇幅相对偏差,目标篇幅标准差偏差,篇幅范围扩展样本,学段扩展样本,年代扩展样本,正文SHA256,审核状态
NY2,Y2,父母是孩子的第一任老师,NY2_008,2245096,“心”的教育方式,议论文,议论文,高中,高一,2012-05-22,作文网原创,https://www.zuowen.com/e/20120522/4fbb7662c0239.shtml,精确,119,348,268,0.29850746268656714,1.113848036199099,False,False,False,fee1760e2145192a0f36750e21ac965f1a4434f740ec4c02ebaa16c81cbbde44,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_009,2569071,在失败中成长,议论文,议论文,高中,高三,2013-12-04,作文网原创,https://www.zuowen.com/e/20131204/529eadc01d5be.shtml,宽泛,33,356,320,0.1125,0.5012316162895946,False,False,True,a16d8915489d174b96a893b2079b82b663afa5918becbc4d913f56ea11047ae1,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_010,629275,像花儿一样成长,议论文,议论文,高中,高二,2009-06-25,网络资源,https://www.zuowen.com/e/20090625/4b8bcbb9e47af.shtml,宽泛,35,388,326,0.1901840490797546,0.8632322280543018,False,False,False,65f649e1ced37035e4aa2d9f8e8062c372fe41087533bcd7cc4f5cb0aa91d527,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_011,2949784,[我的成长]在孤寂中成长,议论文,议论文,高中,高一,2017-07-19,作文网高中作文文库（作文网原创）,https://www.zuowen.com/e/20170719/596f33fa18251.shtml,宽泛,29,396,342,0.15789473684210525,0.7518474244343919,False,False,True,0ba3bacacd5c682173fc3c17da7ad3f16e9f3f9514b0b14622588a9ab5cad8d8,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_012,1093649,向往自由,议论文,议论文,高中,高一,2009-10-13,网络资源,https://www.zuowen.com/e/20091013/4b8bd3c3a2fe2.shtml,宽泛,34,428,337,0.27002967359050445,1.2670021411764751,False,False,False,1f76430675913cddc45fa80ffffb5270f46152268dd5cb2186e3ee18251021ae,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_013,1691436,追求属于自己的,议论文,议论文,高中,高三,2010-07-21,作文网,https://www.zuowen.com/e/20100721/4c46c446ae3ad.shtml,宽泛,33,436,346,0.26011560693641617,1.2530790407239865,False,False,False,3954363c6224b97c8d2456af3c4209c70e184ffe85857d74c9eef42dfa0ad1ac,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_014,1830961,成长的烦恼,议论文,议论文,高中,高二,2011-03-15,E度作文网原创,https://www.zuowen.com/e/20110315/4d7f05fbb6c44.shtml,宽泛,38,448,350,0.28,1.3644638443438963,False,False,False,7e235dd59a8fec3010b7e6da161430da72d25fcf5204f11ca569604b355ee562,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_015,1000353,谁懂“90后”,议论文,议论文,高中,高三,2009-09-16,网络资源,https://www.zuowen.com/e/20090916/4b8bcfe6347f2.shtml,宽泛,36,454,353,0.28611898016997167,1.4062331457013626,False,False,False,28b5e98c4488aabc56ca48b408ecbd00f8fbf6fdb67403d2f9c621ef9deb1860,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_016,1024104,个人眼中的中国教育,议论文,议论文,高中,高三,2009-09-21,网络资源,https://www.zuowen.com/e/20090921/4b8bd30c00ab6.shtml,宽泛,45,464,356,0.30337078651685395,1.5036948488687838,False,False,False,124da3523e1c16e57fbe26b75ccf9a0f656cb4e13e6ed0490fd7fb77525460ec,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_017,2641236,读书使我成长,议论文,议论文,高中,高一,2014-03-23,转载,https://www.zuowen.com/e/20140323/532ea79bb59e8.shtml,宽泛,28,481,364,0.32142857142857145,1.6290027529411824,False,False,True,692eb0e95e874831888819e3eb0472374c9c861c47c6d58db596877f33143b6b,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_018,1716228,成长寄语,议论文,议论文,高中,高三,2010-07-30,作文网,https://www.zuowen.com/e/20100730/4c5262a73c549.shtml,宽泛,38,487,359,0.3565459610027855,1.7821568579185585,False,False,False,f32a68020e647b866ed0741800a8bc8c2f9110f5af6db14e55513dfb3a60198d,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_019,1011356,90后，我的青春我做主,议论文,议论文,高中,高三,2009-09-18,网络资源,https://www.zuowen.com/e/20090918/4b8bd00470944.shtml,宽泛,34,505,365,0.3835616438356164,1.9492340633484233,False,False,False,0802926471e6f0774cd1557bc4badb07b116ea06dd71812dbd450615941cab4b,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_020,3118383,高一议论文：我渴望翅膀,议论文,议论文,高中,高一,2021-03-06,网络资源,https://www.zuowen.com/e/20210306/604386b214d5d.shtml,宽泛,37,508,408,0.24509803921568626,1.392310045248874,False,False,True,62182f332e4f49f3096b53522fba8438756c4425396f4e85d14d3b16109c95b7,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_021,1739098,走向自立人生,议论文,议论文,高中,高一,2010-08-30,作文网,https://www.zuowen.com/e/20100830/4c7b75993e4bf.shtml,扩展,56,528,330,0.6,2.75677388959277,False,False,False,a8496f9547e6bca5b4b1565a04c69490f9bb4322f47d6f37d9543eeee52f33a2,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_022,1011515,成长,议论文,议论文,高中,高三,2009-09-18,网络资源,https://www.zuowen.com/e/20090918/4b8bd004e473b.shtml,宽泛,41,535,375,0.4266666666666667,2.227696072398198,False,False,False,161c3baead2977db60e492320da5d4bf19e3bf755505209de70328ff7e376267,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_023,1055614,化茧成蝶的——成长之痛,议论文,议论文,高中,高三,2009-09-28,网络资源,https://www.zuowen.com/e/20090928/4b8bd35c4fba4.shtml,宽泛,35,540,385,0.4025974025974026,2.1580805701357546,False,False,False,aaa65cd00811f8a542c1f8e87228045a29858a85b6a10dbd960f2b65bd73c03d,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_024,1057324,感知挫折,议论文,议论文,高中,高三,2009-09-28,网络资源,https://www.zuowen.com/e/20090928/4b8bd360d301c.shtml,宽泛,40,540,382,0.41361256544502617,2.1998498714932206,False,False,False,3d5f6fa00d65973059aaf3f1b9f297ddbb8bf29d21b1105ccad2d0f3f889934c,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_025,2173969,在家长会上的演讲,议论文,议论文,高中,高一,2012-02-02,作文网原创,https://www.zuowen.com/e/20120202/4f29f24ccaa02.shtml,扩展,60,545,348,0.5660919540229885,2.7428507891402814,False,False,False,8d06dc6940c51b4104dab6dd03cc6ef0c32f6bfe7f3dec9ba695f241175343cf,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_026,1048870,心心相印,议论文,议论文,高中,高三,2009-09-26,网络资源,https://www.zuowen.com/e/20090926/4b8bd34a67573.shtml,精确,114,550,309,0.7799352750809061,3.355467209049786,False,False,False,037c90ec0744b076ef7ba18e23e1594b8ef1b6ca6e9d24cbc231fd5ee3c265df,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_027,3203549,高一议论文：里边·外边,议论文,议论文,高中,高一,2023-02-11,网络资源,https://www.zuowen.com/e/20230211/63e780fc59177.shtml,宽泛,32,559,463,0.20734341252699784,1.336617643438919,False,False,True,15a6a002ef6d32712f2938e3c64ea365d6470e2937bb244090c6e60bdacae664,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_028,2075229,当我们成长,议论文,议论文,高中,高一,2011-10-18,作文网原创,https://www.zuowen.com/e/20111018/4e9d476d1e1e3.shtml,宽泛,38,599,415,0.4433734939759036,2.561850483257928,False,False,False,8684410fe50725cb45495d5742fa7c6dcdae11a90771aa4508962a020f8b108d,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_029,1006382,生命里的渴望,议论文,议论文,高中,高一,2009-09-17,网络资源,https://www.zuowen.com/e/20090917/4b8bcff60aa9b.shtml,宽泛,37,621,421,0.4750593824228028,2.784620090497748,False,False,False,7e32b172e0480ca25355dc302cc0a66ed5cde4540381a954369d92a55a3f8177,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_030,1022684,秋后所想,议论文,议论文,高中,高三,2009-09-21,网络资源,https://www.zuowen.com/e/20090921/4b8bd308d5c94.shtml,扩展,58,624,369,0.6910569105691057,3.5503906153846283,False,False,False,1abd0bd5a4dfbd14f03467b9c7c40141f4a79c7ab5d7cc28c4b69f26edf03613,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_031,2502168,论应试教育,议论文,议论文,高中,高一,2013-08-08,作文网原创,https://www.zuowen.com/e/20130808/5202f566015d9.shtml,宽泛,40,633,426,0.4859154929577465,2.882081793665169,False,False,True,5aed92725c2f44561be953df450e10ed95d5804d231b60b695d45b196eba7784,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_032,2718880,谁的责任,议论文,议论文,高中,高一,2014-08-29,作文网整理,https://www.zuowen.com/e/20140829/5400614c67c2e.shtml,扩展,57,645,391,0.649616368286445,3.5364675149321396,False,False,True,0c92f4efe547eba10e0ec13e067e78e37531b443a274354aa0e43977e0c4ef1b,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_033,1051642,生活的绳索,议论文,议论文,高中,高三,2009-09-27,网络资源,https://www.zuowen.com/e/20090927/4b8bd35194190.shtml,扩展,61,654,376,0.7393617021276596,3.8706219257918693,False,False,False,105987c88fed2d1d2b5d0e3084156bbf469d3d61a9467e823c46fe0c9e1da7bf,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_034,2338179,心怀感恩,议论文,议论文,高中,高二,2012-10-26,作文网原创,https://www.zuowen.com/e/20121026/508a3e477076c.shtml,扩展,56,655,379,0.7282321899736148,3.842775724886892,False,False,False,bf5db3b832174b9ff6907906170ef6dc70dfb4167bec0b715949a93e9a34ab1d,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_035,1310822,学会独立,议论文,议论文,高中,高二,2009-12-14,本站原创,https://www.zuowen.com/e/20091214/4b8bd5fa206a4.shtml,宽泛,36,657,456,0.4407894736842105,2.7985431909502365,False,False,False,ec1cbc4066686f91966e2c9d98233eb57cb2b94bccd2fb4849d4fd4929293017,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_036,961359,独立,议论文,议论文,高中,高二,2009-09-08,网络资源,https://www.zuowen.com/e/20090908/4b8bcf763e95b.shtml,宽泛,35,685,499,0.3727454909819639,2.5896966841629054,False,False,False,d0561237e3df6c5f5260340623ed37e838095d55ffe6a72d3166f8331c558d79,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_037,1000782,爱的感动,议论文,议论文,高中,高二,2009-09-16,网络资源,https://www.zuowen.com/e/20090916/4b8bcfe7383c3.shtml,宽泛,41,685,485,0.41237113402061853,2.784620090497748,False,False,False,12043615e7414c597448191eb4dbfc4930283d76c53cb333f5926d71d7a14501,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_038,843005,关于独立，关于依靠,议论文,议论文,高中,高二,2009-08-19,网络资源,https://www.zuowen.com/e/20090819/4b8bce21ae531.shtml,扩展,61,688,399,0.7243107769423559,4.023776030769246,False,False,False,1fe3155dab89101257cc31d089896094018bb48ad8b0f89b1594d2296c5ef98e,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_039,1002947,人生的驿站,议论文,议论文,高中,高三,2009-09-16,网络资源,https://www.zuowen.com/e/20090916/4b8bcfeca11c5.shtml,扩展,65,692,404,0.7128712871287128,4.0098529303167565,False,False,False,b47c078361629aed1788ba00b025980befdc4330abdb2c20612c8bc56d713927,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_040,1011814,责任,议论文,议论文,高中,高三,2009-09-18,网络资源,https://www.zuowen.com/e/20090918/4b8bd005c9ca3.shtml,扩展,57,699,517,0.3520309477756286,2.5340042823529503,False,False,False,a77f1222fc8dab5c5154718ff2ae2567f6e09e7f5aad173616923c735fb77236,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_041,2344767,论成长,议论文,议论文,高中,高二,2012-11-08,作文网原创,https://www.zuowen.com/e/20121108/509a8825a6a34.shtml,宽泛,40,708,535,0.3233644859813084,2.4086963782805517,False,False,False,645e21e14be8a753ca13e63de0acae2d33f747f583098cdf0896ecb02f18296d,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_042,2323560,榜样在哪里？,议论文,议论文,高中,高二,2012-09-25,作文网原创,https://www.zuowen.com/e/20120925/5060e4bc27f08.shtml,宽泛,39,709,597,0.18760469011725292,1.5593872506787387,False,False,False,7b762447e069041c15a3da3eac12fb50d34f95f16071d695757caaa864d871a2,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_043,3118455,高三议论文：父母老师的成长教育,议论文,议论文,高中,高三,2021-03-06,网络资源,https://www.zuowen.com/e/20210306/604390ebe230f.shtml,精确,130,749,396,0.8914141414141414,4.914854459728525,False,False,True,a6e33ebaab85a8974279f59d9f63473d2a0b229db8386751ac216cf159f02674,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_044,2725170,我是一个人,议论文,议论文,高中,高二,2014-09-29,作文网原创,https://www.zuowen.com/e/20140929/542910eb849f6.shtml,扩展,58,762,439,0.7357630979498861,4.4971614461538625,True,False,True,1f34a408e6a6b5b03c3704cf464fdeea88873199d34dd0d63f1506a4004fc679,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_045,3349869,高二议论文：论惩戒 5,议论文,议论文,高中,高二,2025-06-03,网络转载,https://www.zuowen.com/e/20250603/683e5d40b457e.shtml,近似,85,771,447,0.7248322147651006,4.511084546606352,True,False,True,313c79ca23ccc923d61a8652eea2bc7a1aabbf57607815df7d71b35bdc22fdfc,自动筛选通过，待全文人工复核
